Stock,AsOf,TargetPosition,Recommendation,TradeNow,LastSignal,Score,AvgVolume,DollarVolume
BULTEN.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-0.208,48345.93058161351,2001521.599848835
INVE-B.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-0.619,2796244.9868667917,1028319093.9202627
WALL-B.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-0.752,576670.0900562851,24854480.001497164
ELIC.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-0.905,292231.5515947467,1715399.1744179162
ESSITY-A.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-1.051,10070.41651031895,2839857.4559099437
FING-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-1.206,97638.02063789869,1654964.524304281
AAC.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-1.253,29341.981238273922,3051566.048780488
PTRK.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-1.312,32844.99249530957,320567.1342718436
MSAB-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-2.183,18229.215759849907,1217711.6683891255
AZA.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-2.301,304330.96998123825,101007447.07928415
DUST.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-2.343,1727401.9380863039,2694746.9245719025
ASKER.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-2.465,580319.1883408072,36960528.308478884
DUNI.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-2.944,47107.039399624766,4578804.085884252
AVT-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-3.018,104261.79174484052,692298.2832652901
AVEN.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-3.819,18349.26454033771,126609.92707825243
INVE-A.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-4.342,323626.34896810504,117444000.06526685
LITI.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-4.438,22535.85928705441,276064.27626641653
ASMDEE-B.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-4.45,508853.2217898833,55332698.25040415
STE-R.ST,2026-02-18 00:00:00+01:00,0,Hold,True,-1,-4.678,362288.9812382739,43692050.58452672
WSG.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-4.687,123842.82608695653,8074551.882931254
FLEXM.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-5.334,42762.52532833021,116741.69496197191
HUSQ-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-5.463,1151469.018761726,50630094.16055492
LEA.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-5.748,86594.87410071942,1246966.1540170368
HTRO.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-5.973,1447379.8067542214,37631874.97560976
WIHL.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-6.301,364115.2570356473,32497286.69043152
RATO-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-6.941,463985.7448405253,17139632.77722155
CALVIK.ST,2026-02-18 00:00:00+01:00,0,Hold,True,-1,-7.146,3578.5508982035926,166760.4663958521
MORROW.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-7.391,828431.6206896552,10935297.235092657
MPOS.ST,2026-02-18 00:00:00+01:00,0,Hold,False,0,-7.497,39220.89473684211,64322.26680736166
MAGLE.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-8.546,1816.9249530956847,19259.405195916122
SIVI.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-8.713,5063.68085106383,452693.0758116702
SEB-C.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-8.994,35358.63789868668,7124765.536585365
SEDANA.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-9.266,323561.62664165103,3225909.5040175365
ALM-PREF.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-9.466,19168.79549718574,1608261.9714631443
SAGA-D.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-9.544,299481.36960600375,10242263.06901148
SYNSAM.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-9.571,203857.82926829267,12537256.5
ASSA-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-9.71,1526152.0131332083,575664557.9836315
NREST.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-10.062,16284.741935483871,4966846.29032258
ALCA.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-10.134,19752.621013133208,448384.5120681777
LOOMIS.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-10.17,112069.0731707317,49063838.86611566
FASTAT.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-10.31,295745.3245778612,104102.35368731769
RUSTA.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-10.404,211437.60566037736,17094730.095013328
CORE-PREF.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-10.589,12751.624765478424,2932873.6960600372
HAV-B.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-10.767,12159.917448405253,168414.86129905313
STORY-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-11.021,286502.03001876175,23779668.491557226
STOR-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-11.196,4548864.928705441,43368880.034942105
OVZON.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-11.289,419301.00938086305,21342422.017288495
VIT-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-11.619,65895.55159474672,15590887.909511603
VOLO-PREF.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-11.715,1717.236397748593,1088727.876172608
MEDS.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-11.732,31420.019417475727,1212812.7015714182
SALT-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-12.204,617954.382739212,2385303.852547364
FNM.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-12.215,17404.4052532833,878922.4652908067
MTG-A.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-12.877,359.4953095684803,31096.344277673546
SKIS-B.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-13.025,61673.643527204506,10706544.892748749
JM.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-13.13,235729.10881801127,30927658.35753493
VERT-B.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-13.132,15741.142589118199,859466.3613467762
DVYSR.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-13.174,28170.658536585364,2774809.8658536584
GREEN.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-13.196,60142.00562851782,2483864.786573077
SHB-A.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-13.36,5203802.647279549,741281671.2242265
DOXA.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-13.519,2987983.594746717,1150373.6554818538
MTG-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-13.52,232820.70919324577,20290325.161447577
IDUN-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-14.081,6141.240150093809,1909925.6866791744
PCAT.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-14.632,1076.414814814815,6350.847510062325
VOLV-A.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-15.348,175606.11257035646,60654350.20998647
KINV-A.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-16.058,12359.339587242026,862681.9409072045
SINCH.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-16.324,5499237.030018762,120048343.94575109
TFBANK.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-16.348,46710.58348968105,7521338.353077586
FLERIE.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-16.648,30836.656398104264,1062322.8364411937
THULE.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-16.705,214941.03752345216,48490699.37718679
NP3-PREF.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-16.713,103256.22701688555,3242245.4889410813
SKF-B.ST,2026-02-18 00:00:00+01:00,0,Hold,True,-1,-16.746,1282933.7298311444,327917869.1752466
OEM-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-16.913,82602.93808630394,9994955.508442776
CIBUS.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-17.016,209889.9287054409,31672388.96058457
BONAS.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-17.385,454.422138836773,82250.40712945591
KLARA-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-17.644,271703.71857410885,3917967.6425679983
OODA.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-17.857,12784.844277673546,567007.8242066976
REJL-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-18.259,18981.20450281426,3097732.516933248
VOLV-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-18.429,3211446.521575985,1110197101.711046
ALFA.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-18.556,582778.9136960601,304094030.0526037
BETS-B.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-18.664,395296.2908067542,36584672.920513645
NOLA-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-19.477,273566.5872420263,13897182.423180193
CX.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-19.639,15087.707317073171,493368.04077929986
AZN.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-19.658,302599.1651031895,573547979.3976208
BEIJ-B.ST,2026-02-18 00:00:00+01:00,0,Hold,True,-1,-19.899,663611.2626641651,89487982.82062438
FPAR-D.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-19.999,12689.275797373359,944082.1386868762
TRAC-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-20.531,1279.0562851782363,323601.2401500938
LUND-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-21.125,124690.14821763603,67582060.33395873
KABE-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-21.139,2227.041275797373,434273.0487804878
BIOG-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-21.278,180985.77485928705,18659633.11183012
KAR.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-21.605,145289.31332082552,10533475.21575985
PREC.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-21.671,808668.6791744841,1609250.679269289
SVOL-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-21.671,165442.84240150094,8512034.367780095
CORE-A.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-21.932,8686.65478424015,31445.689324840598
HAYPP.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-22.303,69218.48592870544,8693841.727026377
SOBI.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-22.888,394429.3583489681,166054759.86491558
BHG.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-23.227,533567.6941838649,14288943.21661576
LUMEN.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-23.278,11731.067542213883,598284.444652908
KONT.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-23.655,31472.62162162162,55077.08783783783
BYGGP.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-24.057,22997.651031894933,1007297.0976511828
INTEA-B.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-24.123,234844.1198630137,16779611.647524953
ALIV-SDB.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-24.238,82415.44652908067,92882208.23827392
ERIC-A.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-24.666,35936.72420262664,3643983.888981431
GULD.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-24.667,95319.38372093023,2230473.542708308
GOMX.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-24.823,599790.5647279549,12685570.215194304
GIG-SDB.ST,2026-02-18 00:00:00+01:00,0,Hold,True,-1,-24.889,205144.93895348837,703647.1543053673
VOLO.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-25.261,28341.660412757974,2414709.3806750956
ZOOM.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-25.354,72927.44840525328,119965.65123566096
STEF-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-25.396,20364.679174484052,3828559.6848030016
BRE2.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-25.546,1767258.502814259,5973333.94175888
EKTA-B.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-25.741,1190685.6116322703,66202118.18991217
ARCT.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-25.954,58323.68855534709,463673.3128906486
MAV.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-26.051,5906255.696060037,27168.77680474514
SAVE.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-26.282,279015.4446529081,82030540.72795497
LOVI.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-26.397,13298.652908067543,190170.7391218826
CCC.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-26.799,25121.378986866792,340394.69006356783
HEBA-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-28.356,253283.91744840526,7522532.54145793
AEC.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-28.408,284969.9812382739,312327.0869357948
NCC-A.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-29.077,2954.0506566604126,658753.296435272
KAMBI.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-29.338,108650.7148217636,11299674.341463415
VESTUM.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-29.649,395065.41651031893,3800529.261617619
EXPRS2.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-29.95,11914.83114446529,184679.882739212
ELUX-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-31.021,1839220.2833020638,147946884.07910192
KJELL.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-31.413,68168.11444652909,579428.9727954973
SLP-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-31.49,238547.74671669793,9529982.66332957
FRAM-B.ST,2026-02-18 00:00:00+01:00,0,Hold,True,-1,-31.762,8277.73358348968,39070.90077733367
VUXEN.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-31.997,7413.004926108374,120090.68545862958
PRIC-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-32.227,341806.5891181989,1063018.4563006605
ERIC-B.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-32.307,7076036.988742964,714325912.4192511
BERG-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-33.925,23374.393996247654,6381209.560975609
LUG.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-34.069,183027.0243902439,128851025.17073171
SKOLON.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-34.621,3149.2870544090056,74008.24577861163
BEGR.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-34.752,12366.020637898686,303585.7972258877
MIPS.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-34.809,56619.00562851782,13781065.624406252
EPEN.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-34.929,15475.315196998125,1501105.574108818
ALLEI.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-35.2,431213.6247654784,34626455.38462747
PIERCE.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-35.258,139655.4315196998,1371416.2949039966
CAST.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-35.484,1340951.3564727956,141202181.92884415
NOKIA-SEK.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-35.5,489784.1219512195,32570644.109756097
LEMSE.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-35.755,202577.34521575985,407180.46195174917
INTEA-D.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-36.11,51908.44863013698,1640306.9965138303
KAPIAB.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-36.189,2181.636022514071,438508.8405253283
EFFH.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-36.227,6139.225140712945,25293.606877158774
ONEF.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-36.23,9369.712945590994,185988.80554424308
NORB-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-36.759,41962.52720450282,579082.8834258558
ARP.ST,2026-02-18 00:00:00+01:00,0,Hold,True,-1,-36.931,24462.189493433394,494136.24643052404
LNFI.ST,2026-02-18 00:00:00+01:00,0,Hold,False,0,-37.186,48203.311475409835,41213.83223088061
ADVE.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-37.48,72071.57410881801,1239631.129657917
CHEF.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-37.525,44696.28301886792,4080770.776024872
BTS-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-38.072,18251.180112570357,1960176.771939147
KLIMAT.ST,2026-02-18 00:00:00+01:00,0,Hold,True,-1,-38.232,36193.86491557223,128488.21872442345
CLIME-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-38.554,31559.6904315197,67379.9387703179
AMBEA.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-38.904,238238.6622889306,29065116.79924953
CLBIO.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-39.286,21337.842401500937,326468.9928128348
MSON-B.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-39.294,67707.52345215759,795563.4005628517
BESQAB.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-41.116,25403.60787992495,739244.9989965234
SVIK.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-41.464,14382.048780487805,4573491.5121951215
MILDEF.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-41.996,301995.61163227016,43849761.88738816
SCST.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-42.001,57267.50469043152,7318787.274203703
COLLAX.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-42.12,142268.12162162163,102433.05163789119
ENVAR.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-42.365,7926.80276816609,330547.6814801965
SGG.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-42.682,12724.73962264151,473360.32367047004
PAX.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-43.073,28672.02814258912,1439335.8346329953
BRAIN.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-43.398,400885.9305816135,206456.2485148117
SKF-A.ST,2026-02-18 00:00:00+01:00,0,Hold,True,-1,-43.548,7577.437148217636,1924669.0356472796
LOYAL.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-43.568,9668.189493433396,36932.483219494294
BMC.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-43.787,3134.8333333333335,322887.8333333334
BALD-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-44.352,1654857.3133208256,105116537.2996724
CARA.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-44.783,113615.03939962476,2669953.425891182
DYVOX.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-45.091,283352.8442776735,23589124.28611632
TEL2-A.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-45.512,1342.1050656660414,253657.8574108818
CTM.ST,2026-02-18 00:00:00+01:00,0,Hold,True,-1,-45.964,200581.61350844277,377093.43243942474
MASHUP.ST,2026-02-18 00:00:00+01:00,0,Hold,False,0,-46.081,17322.21165644172,4053.3974821780544
QBEN.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-46.428,79981.91694352159,819814.6486710963
HUFV-A.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-46.798,220228.9061913696,27880979.18778475
SAMPO-SDB.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-47.354,66158.63414634146,6364460.402977919
ACARIX.ST,2026-02-18 00:00:00+01:00,0,Hold,True,-1,-47.614,3031678.6397748594,907987.7179177618
PDX.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-47.774,115183.29080675422,13637701.807275454
NOVKAN.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-48.297,725475.1869158879,94311.77083973016
FOI-B.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-48.685,3326.264540337711,1646500.947467167
EMIL-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-48.956,72963.25328330207,3845163.5036965637
INISS-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-48.978,17205.947467166978,786311.812376627
BORG.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-49.195,20695.065666041275,1243773.4149509165
EOLU-B.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-49.38,51936.60412757974,1965800.3869799245
KINV-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-49.639,1324387.0750469044,84548871.07307981
BOMILL.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-49.7,107050.51969981239,54381.665743057325
ATCO-A.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-49.884,4350936.718574109,847997539.8940835
K2A-PREF.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-50.156,4014.9005628517825,542814.5438450568
NAVIGO-PREF.ST,2026-02-18 00:00:00+01:00,0,Hold,True,-1,-50.221,3053.398865784499,383201.5576559546
TERRNT-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-50.339,7419784.1707317075,504545.3510294793
VBG-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-50.379,35547.303939962476,12896561.435491337
NYAB.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-50.381,722185.2141119222,4658094.493276
B3.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-51.092,13530.076923076924,526320.0129529514
ATT.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-51.233,258511.73170731709,26057983.345012758
EMBELL.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-51.236,28191.305816135085,955685.3101834983
NIVI-B.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-51.325,48401.06191369606,2199828.3009045655
LOGI-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-51.344,804877.7729831145,11380971.986314092
ATCO-B.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-51.532,1654849.9737335835,279835140.6587516
NORION.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-51.643,171838.82363977487,10224410.006566605
SVED-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-52.742,40558.966228893056,2879686.6022514068
NCAB.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-53.006,236002.27204502813,11953515.439191563
STIL.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-53.156,8042.2120075046905,1511935.857410882
4C.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-53.321,77010.14071294559,777802.4505777878
HUSQ-A.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-53.324,18541.454033771108,816751.0360416105
CTT.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-53.379,15293.532833020638,2116624.8507457394
ACTI.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-54.01,8900631.69793621,338223.9936459367
SAGA-A.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-54.897,1245.5553470919324,218594.96341463414
ROKO-B.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-54.899,13965.885106382979,21113625.785757773
ARION-SDB.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-54.997,41461.904315196996,603270.7156943469
ENGCON-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-56.36,113212.13320825515,8038061.457786116
ARJO-B.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-56.496,613258.521575985,16656101.352427928
NORDEN.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-57.05,125574.8686868687,69066.17927474687
HOLM-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-57.471,176962.0506566604,63564770.7560537
RAKE.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-57.593,106475.98123827392,196128.75825324783
CARE.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-57.594,34882.50656660413,676720.6140854998
FNOVA-B.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-57.601,22112.881801125703,597047.8086303939
LATO-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-57.808,221442.7673545966,49116006.47503922
HOFI.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-58.807,160254.28142589118,22675980.8217636
CNCJO-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-59.05,6232.707317073171,277978.7368311068
ATRLJ-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-59.142,342825.9080675422,11025281.151141075
HMS.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-59.256,42304.958724202625,16701997.187897243
MEKO.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-59.447,100020.99061913697,6751416.866791746
NAXS.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-59.492,20297.410881801126,777390.8212872876
HOLM-A.ST,2026-02-18 00:00:00+01:00,0,Hold,True,-1,-59.612,1228.9681050656661,438741.6135084428
KAKEL.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-60.051,4918.9005628517825,57551.13564716003
TIETOS.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-60.2,15167.125703564729,3088026.8858185676
ARPL.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-60.295,17397.846153846152,805520.2636495737
QAIR.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-60.381,17578.09943714822,469335.26838288305
VNV.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-61.014,233963.80487804877,4248782.660885322
NMAN.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-62.017,11881.819887429643,1720487.555960249
SINT.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-62.552,5326.15009380863,500658.10881801124
SDIP-PREF.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-62.651,1908.733583489681,242409.16510318947
COOR.ST,2026-02-18 00:00:00+01:00,0,Hold,True,-1,-62.945,286613.7373358349,16523282.394748738
BRIN-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-63.04,43029.641651031896,595960.5532812974
KARNEL-B.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-63.119,78650.69473684211,4837017.72631579
BALCO.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-63.452,21421.679174484052,338462.5350427091
NIBE-B.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-63.645,6873228.874296435,270805228.1349945
GPG.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-63.88,9768.257035647279,389753.47062750376
NOTE.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-64.483,80716.30769230769,14464362.092134915
ENZY.ST,2026-02-18 00:00:00+01:00,0,Hold,True,1,-64.581,103162.67166979362,190850.94504870794
STE-A.ST,2026-02-18 00:00:00+01:00,1,Buy,False,0,-64.954,3116.9474671669795,380267.5909943715
LIME.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-66.051,16971.994371482175,3139818.958724202
ELAN-B.ST,2026-02-18 00:00:00+01:00,-1,Sell,False,0,-66.198,18303.63789868668,922503.3780229436
